NCT Id,Brief Title,Official Title,Overall Status,Conditions,Interventions,Study First Post Date,Last Update Post Date,Phases,Study Type,sex,minimumAge,maximumAge
NCT00075725,Dexamethasone Compared With Prednisone During Induction Therapy and Methotrexate With or Without Leucovorin During Maintenance Therapy in Treating Patients With Newly Diagnosed High-Risk Acute Lymphoblastic Leukemia,High Risk B-Precursor Acute Lymphoblastic Leukemia (ALL),COMPLETED,Acute Lymphoblastic Leukemia|Adult B Acute Lymphoblastic Leukemia|Childhood B Acute Lymphoblastic Leukemia,Drug: Cyclophosphamide|Drug: Cyclophosphamide|Drug: Cyclophosphamide|Drug: Cyclophosphamide,2004-01-13,2021-04-27,PHASE3,INTERVENTIONAL,ALL,1 Year,30 Years
NCT01173939,Primary Prevention of Major Adverse Cardiac Events (MACE) With Standard and Intensive Statin Treatment in Patients With Diabetes: Survival and Cardiovascular Event Assessments,Primary Prevention of MACE With Standard and Intensive Statin Treatment in Hypercholesterolemia Patients With Concomitant Diabetes and Hypertension,TERMINATED,Hypercholesterolemia|Type 2 Diabetes|Hypertension,Drug: Pravastatin|Drug: Rosuvastatin,2010-08-02,2011-06-01,NA,INTERVENTIONAL,ALL,50 Years,
NCT03574363,Phase 2b Study of KBP-5074 in Subjects With Uncontrolled Hypertension and Advanced Chronic Kidney Disease,"A Phase 2, Randomized, Double-Blind, Placebo-Controlled, Multi-Center Study to Assess the Efficacy, Safety, and Pharmacokinetics of KBP-5074 in Patients With Moderate-to-Severe Chronic Kidney Disease and Uncontrolled Hypertension",COMPLETED,Chronic Kidney Diseases|Hypertension,Drug: KBP-5074 0.25 mg tablet|Drug: KBP-5074 0.5 mg tablet|Drug: KBP-5074 0.25 mg tablet,2018-07-02,2024-03-21,PHASE2,INTERVENTIONAL,ALL,18 Years,85 Years
NCT03937635,"Lenalidomide, and Dexamethasone With or Without Daratumumab in Treating Patients With High-Risk Smoldering Myeloma",Daratumumab to Enhance Therapeutic Effectiveness of Revlimid in Smoldering Myeloma (DETER-SMM),RECRUITING,Smoldering Plasma Cell Myeloma,Biological: Daratumumab|Drug: Dexamethasone,2019-05-06,2024-08-09,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT02893930,Sapanisertib in Treating Patients With Metastatic or Refractory Pancreatic Neuroendocrine Tumor That Cannot Be Removed by Surgery,A Phase II Study of MLN0128 (TAK-228) in Rapalog-Resistant Advanced Pancreatic Neuroendocrine Tumors (PNET),COMPLETED,Pancreatic Neuroendocrine Tumor G1|Pancreatic Neuroendocrine Tumor G2|Refractory Pancreatic Neuroendocrine Carcinoma,Drug: Sapanisertib,2016-09-09,2023-10-17,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT05857930,A Study to Assess the Efficacy and Safety of Daily OM-85 in Young Children With Recurrent Wheezing,"A Randomized, Placebo-Controlled, Double-Blind, Multicenter, Phase 2 Study to Assess the Efficacy and Safety of Daily OM-85 Treatment vs. Placebo Given in Children Aged 6 Months to 5 Years With Recurrent Wheezing",RECRUITING,Recurrent Wheezing|Wheezing Lower Respiratory Illness,Drug: OM-85|Drug: Placebo,2023-05-15,2024-08-12,PHASE2,INTERVENTIONAL,ALL,6 Months,72 Months
NCT03956186,Can Right Toe Perfusion Index or Pleth Variability Index Predict Spinal Anesthesia Induced Hypotension?,Can we Predict Predict Spinal Anesthesia Induced Hypotension During Caesarean Section Using Right Toe Perfusion Index or Pleth Variability Index?,COMPLETED,Cesarean Section Complications|Hypotension|Spinal Anesthesia|Perfusion Index|Pleth Variability Index,|,2019-05-20,2019-07-24,,OBSERVATIONAL,ALL,18 Years,45 Years
NCT02268786,Single Embryo TrAnsfeR of Euploid Embryo,"Prospective, Multi-center, Randomized Controlled Trial Comparing Pregnancy Outcomes Following Selection and Single Embryo Transfer (SET) Based on Preimplantation Genetic Screening (PGS) by Next Generation Sequencing (NGS) Versus Standard Morphological Assessment",COMPLETED,Infertility|Aneuploidy,Other: Preimplantation Genetic Screening by NGS|,2014-10-20,2020-05-13,NA,INTERVENTIONAL,FEMALE,25 Years,40 Years
NCT05610163,"Testing the Addition of an Anti-Cancer Drug, Irinotecan, to the Standard Chemotherapy Treatment (FOLFOX) After Long-Course Radiation Therapy for Advanced-Stage Rectal Cancers to Improve the Rate of Complete Response and Long-Term Rates of Organ Preservation",The Janus Rectal Cancer Trial: A Randomized Phase II Trial Testing The Efficacy of Triplet Versus Doublet Chemotherapy to Achieve Clinical Complete Response in Patients With Locally Advanced Rectal Cancer,RECRUITING,Locally Advanced Rectal Carcinoma|Stage II Rectal Cancer AJCC v8|Stage III Rectal Cancer AJCC v8,Drug: Capecitabine|Drug: Capecitabine,2022-11-09,2024-08-02,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT00534339,EasyBand GOAL Trial,,WITHDRAWN,Morbid Obesity,,2007-09-24,2014-10-07,NA,INTERVENTIONAL,ALL,18 Years,
NCT03070886,Antiandrogen Therapy and Radiation Therapy With or Without Docetaxel in Treating Patients With Prostate Cancer That Has Been Removed by Surgery,Phase II-III Trial of Adjuvant Radiotherapy and Androgen Deprivation Following Radical Prostatectomy With or Without Adjuvant Docetaxel,ACTIVE_NOT_RECRUITING,Stage I Prostate Adenocarcinoma AJCC v7|Stage II Prostate Adenocarcinoma AJCC v7|Stage III Prostate Adenocarcinoma AJCC v7,Drug: Bicalutamide|Drug: Bicalutamide,2017-03-06,2024-07-15,PHASE2|PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT05154786,The Effects of Early Mobilization and Endurance Training for Patients With Prolonged Mechanical Ventilator,The Effects of Early Mobilization and Endurance Training for Patients With Prolonged Mechanical Ventilator,COMPLETED,Mechanical Ventilation Complication,Other: Early Mobilization and endurance training|Other: Usual Care,2021-12-13,2023-05-03,NA,INTERVENTIONAL,ALL,18 Years,75 Years
NCT02498535,Efficacy and Safety of Inhaled Nitric Oxide (NO) in Cystic Fibrosis (CF) Patients,"Prospective, Randomized, Placebo Controlled Trial of the Efficacy and Safety of Inhaled Nitric Oxide (NO) in Cystic Fibrosis (CF) Patients",TERMINATED,Cystic Fibrosis,Drug: Nitric Oxide 160 ppm|Drug: Nitric Oxide 160 ppm,2015-07-15,2021-03-05,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT04684524,Dupilumab in Allergic Fungal Rhinosinusitis (AFRS) (LIBERTY-AFRS-AI),A Randomized Double-blind Placebo-controlled Parallel Group Study Assessing the Efficacy and Safety of Dupilumab in Patients With Allergic Fungal Rhinosinusitis (AFRS),ACTIVE_NOT_RECRUITING,Allergic Fungal Rhinosinusitis,Drug: Dupilumab SAR231893|Drug: Placebo,2020-12-24,2024-02-05,PHASE3,INTERVENTIONAL,ALL,6 Years,
NCT02595424,"Cisplatin, Carboplatin and Etoposide or Temozolomide and Capecitabine in Treating Patients With Neuroendocrine Carcinoma of the Gastrointestinal Tract or Pancreas That Is Metastatic or Cannot Be Removed by Surgery",Randomized Phase II Study of Cisplatin and Etoposide Versus Temozolomide and Capecitabine in Patients With Advanced G3 Non-small Cell Gastroenteropancreatic Neuroendocrine Carcinomas,ACTIVE_NOT_RECRUITING,Gastric Neuroendocrine Carcinoma|Intestinal Neuroendocrine Carcinoma|Pancreatic Neuroendocrine Carcinoma,Drug: Capecitabine|Drug: Carboplatin,2015-11-03,2024-01-10,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT04089358,"Mobile Health and Social Media Physical Activity Intervention Among Adolescent and Young Adult Childhood Cancer Survivors, the StepByStep Study",StepByStep: A Randomized Trial of a Mobile Health and Social Media Physical Activity Intervention Among Adolescent and Young Adult Childhood Cancer Survivors,ACTIVE_NOT_RECRUITING,Hematopoietic and Lymphoid Cell Neoplasm|Malignant Solid Neoplasm,Other: Educational Intervention|Other: Educational Intervention,2019-09-13,2024-08-26,PHASE3,INTERVENTIONAL,ALL,15 Years,20 Years
NCT02317796,Adult Subjects With Uncontrolled Type 2 Diabetes,"A Multi-center, Double Blind, Randomized, Placebo-controlled, Parallel Group Phase IIa Study of MLR-1023 in Adult Subjects With Uncontrolled Type 2 Diabetes",COMPLETED,Type 2 Diabetes,Drug: MLR-1023|Drug: MLR-1023|Drug: MLR-1023|Drug: MLR-1023|Drug: MLR-1023,2014-12-16,2016-09-26,PHASE2,INTERVENTIONAL,ALL,18 Years,75 Years
NCT06551324,A Study to Learn About the Investigational Medicine Called PF-06821497 (Mevrometostat) in Men With mCRPC Who Were Previously Treated With Abiraterone Acetate for Prostate Cancer (MEVPRO-1).,"A PHASE 3, RANDOMIZED, OPEN-LABEL STUDY OF PF-06821497 (MEVROMETOSTAT) IN COMBINATION WITH ENZALUTAMIDE COMPARED WITH ENZALUTAMIDE OR DOCETAXEL IN PARTICIPANTS WITH METASTATIC CASTRATION RESISTANT PROSTATE CANCER PREVIOUSLY TREATED WITH ABIRATERONE ACETATE (MEVPRO-1)",NOT_YET_RECRUITING,Metastatic Castrate Resistant Prostate Cancer (mCRPC),Drug: PF-06821497|Drug: Docetaxel,2024-08-13,2024-09-19,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT04315324,Study to Test AKR1C3-Activated Prodrug OBI-3424 (OBI-3424) in Patients With Relapsed/Refractory T-Cell Acute Lymphoblastic Leukemia (T-ALL),A Phase II Study of AKR1C3-Activated Prodrug OBI-3424 (OBI-3424) in Patients With Relapsed/Refractory T-Cell Acute Lymphoblastic Leukemia (T-ALL),RECRUITING,Recurrent T Acute Lymphoblastic Leukemia|Refractory T Acute Lymphoblastic Leukemia,Drug: AKR1C3-activated Prodrug OBI-3424,2020-03-19,2024-02-09,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT02112916,Combination Chemotherapy With or Without Bortezomib in Treating Younger Patients With Newly Diagnosed T-Cell Acute Lymphoblastic Leukemia or Stage II-IV T-Cell Lymphoblastic Lymphoma,A Phase III Randomized Trial Investigating Bortezomib (NSC# 681239) on a Modified Augmented BFM (ABFM) Backbone in Newly Diagnosed T-Lymphoblastic Leukemia (T-ALL) and T-Lymphoblastic Lymphoma (T-LLy),ACTIVE_NOT_RECRUITING,Adult T Acute Lymphoblastic Leukemia|Ann Arbor Stage II Adult Lymphoblastic Lymphoma|Ann Arbor Stage II Childhood Lymphoblastic Lymphoma|Ann Arbor Stage III Adult Lymphoblastic Lymphoma|Ann Arbor Stage III Childhood Lymphoblastic Lymphoma|Ann Arbor Stage IV Adult Lymphoblastic Lymphoma|Ann Arbor Stage IV Childhood Lymphoblastic Lymphoma|Childhood T Acute Lymphoblastic Leukemia,Drug: Cyclophosphamide|Drug: Bortezomib,2014-04-14,2024-08-09,PHASE3,INTERVENTIONAL,ALL,1 Year,30 Years
NCT00352534,"Vincristine, Dactinomycin, and Doxorubicin With or Without Radiation Therapy or Observation Only in Treating Younger Patients Who Are Undergoing Surgery for Newly Diagnosed Stage I, Stage II, or Stage III Wilms' Tumor",Treatment for Very Low and Standard Risk Favorable Histology Wilms Tumor,ACTIVE_NOT_RECRUITING,Stage I Kidney Wilms Tumor|Stage II Kidney Wilms Tumor|Stage III Kidney Wilms Tumor,Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy|Radiation: 3-Dimensional Conformal Radiation Therapy,2006-07-14,2024-04-24,PHASE3,INTERVENTIONAL,ALL,,29 Years
NCT04858334,"APOLLO: A Randomized Phase II Double-Blind Study of Olaparib Versus Placebo Following Curative Intent Therapy in Patients With Resected Pancreatic Cancer and a Pathogenic BRCA1, BRCA2 or PALB2 Mutation","APOLLO: A Randomized Phase II Double-Blind Study of Olaparib Versus Placebo Following Curative Intent Therapy in Patients With Resected Pancreatic Cancer and a Pathogenic BRCA1, BRCA2 or PALB2 Mutation",RECRUITING,Pancreatic Acinar Cell Carcinoma|Pancreatic Adenosquamous Carcinoma|Pancreatic Squamous Cell Carcinoma|Resectable Pancreatic Acinar Cell Carcinoma|Resectable Pancreatic Adenocarcinoma|Resectable Pancreatic Adenosquamous Carcinoma|Resectable Pancreatic Carcinoma,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2021-04-26,2024-09-26,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03595124,A Study to Compare Treatments for a Type of Kidney Cancer Called TFE/Translocation Renal Cell Carcinoma (tRCC),A Randomized Phase 2 Trial of Axitinib/Nivolumab Combination Therapy vs. Single Agent Nivolumab for the Treatment of TFE/Translocation Renal Cell Carcinoma (tRCC) Across All Age Groups,ACTIVE_NOT_RECRUITING,Metastatic Renal Cell Carcinoma|Stage III Renal Cell Cancer AJCC v8|Stage IV Renal Cell Cancer AJCC v8|TFE3-Rearranged Renal Cell Carcinoma|Unresectable Renal Cell Carcinoma,Drug: Axitinib|Drug: Axitinib|Biological: Nivolumab,2018-07-23,2024-09-26,PHASE2,INTERVENTIONAL,ALL,12 Months,
NCT04513717,"Two Studies for Patients With High Risk Prostate Cancer Testing Less Intense Treatment for Patients With a Low Gene Risk Score and Testing a More Intense Treatment for Patients With a High Gene Risk Score, The PREDICT-RT Trial",Parallel Phase III Randomized Trials for High Risk Prostate Cancer Evaluating De-Intensification for Lower Genomic Risk and Intensification of Concurrent Therapy for Higher Genomic Risk With Radiation (PREDICT-RT*),RECRUITING,Metastatic Malignant Neoplasm in the Bone|Prostate Adenocarcinoma|Stage III Prostate Cancer AJCC v8|Stage IIIA Prostate Cancer AJCC v8|Stage IIIB Prostate Cancer AJCC v8|Stage IIIC Prostate Cancer AJCC v8|Stage IVA Prostate Cancer AJCC v8,Drug: Bicalutamide|Drug: Bicalutamide|Drug: Bicalutamide|Drug: Apalutamide,2020-08-14,2024-02-07,PHASE3,INTERVENTIONAL,MALE,18 Years,
NCT05696717,Phase 3 Efficacy and Durability of Ampreloxetine for the Treatment of Symptomatic nOH in Participants With Multiple System Atrophy,"A Phase 3, Multi-center, Randomized Withdrawal and Long Term Extension Study of Ampreloxetine for the Treatment of Symptomatic Neurogenic Orthostatic Hypotension in Participants With Multiple System Atrophy",RECRUITING,Symptomatic Neurogenic Orthostatic Hypotension|MSA - Multiple System Atrophy,Drug: Ampreloxetine|Drug: Ampreloxetine|Drug: Ampreloxetine,2023-01-25,2024-08-22,PHASE3,INTERVENTIONAL,ALL,30 Years,
NCT02166463,"Brentuximab Vedotin and Combination Chemotherapy in Treating Children and Young Adults With Stage IIB, Stage IIIB, IVA, or IVB Hodgkin Lymphoma",A Randomized Phase 3 Study of Brentuximab Vedotin (SGN-35) for Newly Diagnosed High-Risk Classical Hodgkin Lymphoma (cHL) in Children and Young Adults,ACTIVE_NOT_RECRUITING,Ann Arbor Stage IIB Hodgkin Lymphoma|Ann Arbor Stage IIIB Hodgkin Lymphoma|Ann Arbor Stage IVA Hodgkin Lymphoma|Ann Arbor Stage IVB Hodgkin Lymphoma|Childhood Hodgkin Lymphoma|Classic Hodgkin Lymphoma,Biological: Bleomycin Sulfate|Drug: Brentuximab Vedotin,2014-06-18,2024-08-09,PHASE3,INTERVENTIONAL,ALL,2 Years,22 Years
NCT04782024,A Study to Investigate the Effect of 7-Keto on Resting Metabolic Rate in Overweight Adults,"A Randomized, Double-Blind, Placebo Controlled Parallel Study to Investigate the Effect of 7-Keto on Resting Metabolic Rate in Overweight Adults",COMPLETED,Resting Metabolic Rate|Overweight Subjects,Dietary Supplement: Placebo|Dietary Supplement: 7-Keto 50mg|Dietary Supplement: 7-Keto 25mg,2021-03-04,2021-04-26,PHASE2,INTERVENTIONAL,ALL,20 Years,55 Years
NCT01673022,Determining the Sensitivity of Sentinel Lymph Nodes Identified With Robotic Fluorescence Imaging,Determining the Sensitivity of Sentinel Lymph Nodes Identified With Robotic Fluorescence Imaging for Detecting Metastatic Endometrial and Cervical Cancer,COMPLETED,Endometrial Cancer|Cervical Cancer,Drug: IC Green,2012-08-27,2018-07-24,NA,INTERVENTIONAL,FEMALE,18 Years,
NCT02963025,Protective Ventilation With High Versus Low PEEP During One-lung Ventilation for Thoracic Surgery,PROtective Ventilation With High Versus Low PEEP During One-lung Ventilation for THORacic Surgery PROTHOR: A Randomized Controlled Trial,ACTIVE_NOT_RECRUITING,One-Lung Ventilation,Procedure: PEEP level|Procedure: PEEP level,2016-11-15,2024-03-07,NA,INTERVENTIONAL,ALL,18 Years,
NCT04538625,Prophylaxis of Diarrhea in Adult Cancer Patients Receiving Targeted Cancer Therapy,"A Phase 3 Multicenter, Randomized, Double-blind Placebo-controlled Trial Evaluating Crofelemer for the Prophylaxis of Diarrhea in Adult Patients With Solid Tumors Receiving Targeted-cancer Therapies With or Without Standard Chemotherapy",COMPLETED,Cancer Therapy-Related Diarrhea|Chemotherapy-related Diarrhea|Adult Solid Tumor|Prophylaxis of Diarrhea|Symptomatic Relief of Diarrhea|Targeted Therapy-related Diarrhea,Drug: Placebo|Drug: Crofelemer 125 MG [Mytesi],2020-09-04,2024-07-26,PHASE3,INTERVENTIONAL,ALL,18 Years,
NCT03914625,A Study to Investigate Blinatumomab in Combination With Chemotherapy in Patients With Newly Diagnosed B-Lymphoblastic Leukemia,A Phase 3 Trial Investigating Blinatumomab (NSC# 765986) in Combination With Chemotherapy in Patients With Newly Diagnosed Standard Risk or Down Syndrome B-Lymphoblastic Leukemia (B-ALL) and the Treatment of Patients With Localized B-Lymphoblastic Lymphoma (B-LLy),ACTIVE_NOT_RECRUITING,B Acute Lymphoblastic Leukemia|B Lymphoblastic Lymphoma|Down Syndrome,Drug: Asparaginase Erwinia chrysanthemi|Drug: Asparaginase Erwinia chrysanthemi|Drug: Asparaginase Erwinia chrysanthemi|Drug: Asparaginase Erwinia chrysanthemi|Drug: Asparaginase Erwinia chrysanthemi|Drug: Asparaginase Erwinia chrysanthemi|Drug: Asparaginase Erwinia chrysanthemi,2019-04-16,2024-08-21,PHASE3,INTERVENTIONAL,ALL,365 Days,31 Years
NCT00809926,8 Weeks Study to Evaluate the Efficacy and Safety of Valsartan in Combination With Aliskiren Compared to Valsartan Alone in Patients With Stage 2 Hypertension,"An 8-week Randomized, Double-Blind, Parallel Group, Multi-Center, Active Controlled Study to Evaluate the Efficacy and Safety of Valsartan Administered in Combination With Aliskiren (160/150 mg, 320/300 mg) Versus Valsartan Alone (160 mg, 320 mg) in Patients With Stage 2 Hypertension",COMPLETED,Stage 2 Hypertension,Drug: Valsartan/aliskiren|Drug: Valsartan,2008-12-17,2011-05-02,PHASE4,INTERVENTIONAL,ALL,18 Years,
NCT02761057,"Testing Cabozantinib, Crizotinib, Savolitinib and Sunitinib in Kidney Cancer Which Has Progressed","A Randomized, Phase II Efficacy Assessment of Multiple MET Kinase Inhibitors (Cabozantinib [NSC #761968], Crizotinib [NSC #749005], Savolitinib [NSC #785348], and Sunitinib [NSC #736511]) in Metastatic Papillary Renal Carcinoma (PAPMET)",ACTIVE_NOT_RECRUITING,Locally Advanced Papillary Renal Cell Carcinoma|Metastatic Papillary Renal Cell Carcinoma|Stage III Renal Cell Cancer AJCC v7|Stage IV Renal Cell Cancer AJCC v7|Type 1 Papillary Renal Cell Carcinoma|Type 2 Papillary Renal Cell Carcinoma|Unresectable Renal Cell Carcinoma,Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection|Procedure: Biospecimen Collection,2016-05-04,2024-08-16,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT04322318,A Study of Combination Chemotherapy for Patients With Newly Diagnosed DAWT and Relapsed FHWT,Treatment of Newly Diagnosed Diffuse Anaplastic Wilms Tumors (DAWT) and Relapsed Favorable Histology Wilms Tumors (FHWT),RECRUITING,Anaplastic Kidney Wilms Tumor|Recurrent Kidney Wilms Tumor|Stage II Kidney Wilms Tumor|Stage III Kidney Wilms Tumor|Stage IV Kidney Wilms Tumor,Procedure: Biopsy|Procedure: Biopsy,2020-03-26,2024-09-23,PHASE2,INTERVENTIONAL,ALL,,30 Years
NCT04166318,"Lower-Dose Chemoradiation in Treating Patients With Early-Stage Anal Cancer, the DECREASE Study",A Randomized Phase II Study De-Intensified ChemoRadiation for Early-Stage Anal Squamous Cell Carcinoma (DECREASE),RECRUITING,Anal Basaloid Carcinoma|Anal Canal Cloacogenic Carcinoma|Anal Canal Squamous Cell Carcinoma|Anal Margin Squamous Cell Carcinoma|Stage I Anal Cancer AJCC v8|Stage IIA Anal Cancer AJCC v8,Drug: Capecitabine|Drug: Capecitabine,2019-11-18,2024-08-07,PHASE2,INTERVENTIONAL,ALL,18 Years,
NCT03944941,Avelumab With or Without Cetuximab in Treating Patients With Advanced Skin Squamous Cell Cancer,Phase II Randomized Trial of Avelumab Plus Cetuximab Versus Avelumab Alone in Advanced Cutaneous Squamous Cell Carcinoma of the Skin (cSCC),ACTIVE_NOT_RECRUITING,Skin Squamous Cell Carcinoma|Metastatic Skin Cancer,Drug: Avelumab|Drug: Avelumab,2019-05-10,2024-02-20,PHASE2,INTERVENTIONAL,ALL,18 Years,
